"Nom de la borne de recharge","Nom du parc","Adresse","Rue","Suite","Ville","Province","Code Postal","Région","Niveau de recharge","Latitude","Longitude","Coût","Mode de tarification","Type d’emplacement","Puissance (kW)"
"CEA-13191","RIO - Parc Olympique 2","3200 Rue Viau Montréal QC H1V 3J3","3200 Rue Viau",,"Montréal","QC","H1V 3J3","Montréal","Niveau 2",45.560388,-73.55135,1,"par heure","",7.2
"CEA-13179","RIO - Parc Olympique 2","3200 Rue Viau Montréal QC H1V 3J3","3200 Rue Viau",,"Montréal","QC","H1V 3J3","Montréal","Niveau 2",45.560388,-73.55135,1,"par heure","",7.2
"CEA-12504","RIO - Parc Olympique 3","4545 Avenue Pierre-De Coubertin Montréal QC H1V 0B2","4545, Avenue Pierre-De Coubertin",,"Montréal","QC","H1V 0B2","Montréal","Niveau 2",45.556078,-73.550793,2.5,"par session","",7.2
"CEA-11817","RIO - Parc Olympique 3","4545 Avenue Pierre-De Coubertin Montréal QC H1V 0B2","4545, Avenue Pierre-De Coubertin",,"Montréal","QC","H1V 0B2","Montréal","Niveau 2",45.556078,-73.550793,2.5,"par session","",7.2
"CEA-12519","RIO - Parc Olympique 3","4545 Avenue Pierre-De Coubertin Montréal QC H1V 0B2","4545, Avenue Pierre-De Coubertin",,"Montréal","QC","H1V 0B2","Montréal","Niveau 2",45.556078,-73.550793,2.5,"par session","",7.2
"CEA-11833","RIO - Parc Olympique 3","4545 Avenue Pierre-De Coubertin Montréal QC H1V 0B2","4545, Avenue Pierre-De Coubertin",,"Montréal","QC","H1V 0B2","Montréal","Niveau 2",45.556078,-73.550793,2.5,"par session","",7.2
"CEA-11821","RIO - Parc Olympique 3","4545 Avenue Pierre-De Coubertin Montréal QC H1V 0B2","4545, Avenue Pierre-De Coubertin",,"Montréal","QC","H1V 0B2","Montréal","Niveau 2",45.556078,-73.550793,2.5,"par session","",7.2
"CEA-11828","RIO - Parc Olympique 3","4545 Avenue Pierre-De Coubertin Montréal QC H1V 0B2","4545, Avenue Pierre-De Coubertin",,"Montréal","QC","H1V 0B2","Montréal","Niveau 2",45.556078,-73.550793,2.5,"par session","",7.2
"CEB-10090","RONA (Groupe Anctil) - Materiaux Magog","205 Rue Centre Magog QC J1X 5B6","205 Rue Centre","","Magog","QC","J1X 5B6","Estrie","Niveau 2",45.275761,-72.125822,1,"par heure","",7.2
"CEB-10009","RONA - Anjou","7273 boul. des Galeries-d'Anjou Anjou QC H1M 2W2","7273 boul. des Galeries-d'Anjou","","Anjou","QC","H1M 2W2","Montréal","Niveau 2",45.5977668762207,-73.5607376098633,1,"par heure","",7.2
"CEB-10023","RONA - Anjou","7273 boul. des Galeries-d'Anjou Anjou QC H1M 2W2","7273 boul. des Galeries-d'Anjou","","Anjou","QC","H1M 2W2","Montréal","Niveau 2",45.5977668762207,-73.5607376098633,1,"par heure","",7.2
"CEB-10041","RONA - Beloeil","500 rue Serge-Pépin Beloeil QC J3G 0C3","500 rue Serge-Pépin","","Beloeil","QC","J3G 0C3","Montérégie","Niveau 2",45.5925483703613,-73.1993179321289,1,"par heure","",7.2
"CEB-10051","RONA - Beloeil","500 rue Serge-Pépin Beloeil QC J3G 0C3","500 rue Serge-Pépin","","Beloeil","QC","J3G 0C3","Montérégie","Niveau 2",45.5925483703613,-73.1993179321289,1,"par heure","",7.2
"CEB-10050","RONA - Brossard","9800 boul. Leduc Brossard QC J4Y 0B4","9800 boul. Leduc",,"Brossard","QC","J4Y 0B4","Montérégie","Niveau 2",45.438304901123,-73.4407501220703,1,"par heure","",7.2
"CEB-10039","RONA - Brossard","9800 boul. Leduc Brossard QC J4Y 0B4","9800 boul. Leduc",,"Brossard","QC","J4Y 0B4","Montérégie","Niveau 2",45.438304901123,-73.4407501220703,1,"par heure","",7.2
"CEB-10029","RONA - Québec","1500 rue Bouvier Québec QC G2K 1N8","1500 rue Bouvier","","Québec","QC","G2K 1N8","Capitale-Nationale","Niveau 2",46.827658,-71.293394,1,"par heure","",7.2
"CEB-10027","RONA - Québec","1500 rue Bouvier Québec QC G2K 1N8","1500 rue Bouvier","","Québec","QC","G2K 1N8","Capitale-Nationale","Niveau 2",46.827658,-71.293394,1,"par heure","",7.2
"CEB-10008","RONA - Saint-Bruno","1221 boul. des Promenades Saint-Bruno QC J3V 6H1","1221 boul. des Promenades","","Saint-Bruno","QC","J3V 6H1","Montérégie","Niveau 2",45.5014477134337,-73.3777637481689,1,"par heure","",7.2
"CEB-10010","RONA - Saint-Bruno","1221 boul. des Promenades Saint-Bruno QC J3V 6H1","1221 boul. des Promenades","","Saint-Bruno","QC","J3V 6H1","Montérégie","Niveau 2",45.5014477134337,-73.3777637481689,1,"par heure","",7.2
"CEB-10000","RONA - Siège social","220 Chemin du Tremblay Boucherville QC J4B 5X9","220 Chemin du Tremblay",,"Boucherville","QC","J4B 5X9","Montérégie","Niveau 2",45.5635650111636,-73.4214245714111,2.5,"par session","",7.2
"CEA-112","RONA - St-Jérôme","1025 Jean-Baptiste-Rolland O St-Jérôme QC J7Y 4Y7","1025 Jean-Baptiste-Rolland O",,"St-Jérôme","QC","J7Y 4Y7","Laurentides","Niveau 2",45.767139,-74.019012,1,"par heure","",7.2
"CEA-116","RONA - St-Jérôme","1025 Jean-Baptiste-Rolland O St-Jérôme QC J7Y 4Y7","1025 Jean-Baptiste-Rolland O",,"St-Jérôme","QC","J7Y 4Y7","Laurentides","Niveau 2",45.767139,-74.019012,1,"par heure","",7.2
"CEA-423","Racine - Caisse populaire Desjardins","145 route 222 Racine QC J0E 1Y0","145, route 222","","Racine","QC","J0E 1Y0","Estrie","Niveau 2",45.503649,-72.24831,2.5,"par session","",7.2
"CEA-259","Relais des Navigateurs (Esso)","1070 route Marie-Victorin Deschaillons-sur-Saint-Laurent QC G0S 1G0","1070 route Marie-Victorin","","Deschaillons-sur-Saint-Laurent","QC","G0S 1G0","Centre-du-Québec","Niveau 2",46.5557663325174,-72.1174786385617,2.5,"par session","",7.2
"CEA-10625","Repentigny - 225 J-A Paré","225 boul. J. A. Paré Repentigny QC J5Z 4M6","225 boul. J. A. Paré",,"Repentigny","QC","J5Z 4M6","Lanaudière","Niveau 2",45.762249,-73.476929,1,"par heure","",7.2
"CEA-10618","Repentigny - 435 Notre-Dame","435 rue Notre-Dame Repentigny QC J6A 2T3","435 rue Notre-Dame","","Repentigny","QC","J6A 2T3","Lanaudière","Niveau 2",45.738053,-73.44853,1,"par heure","",7.2
"CEA-12499","Repentigny - Centre Récréatif","740 Pontbriand Repentigny QC J6A 8E1","740 Pontbriand",,"Repentigny","QC","J6A 8E1","Lanaudière","Niveau 2",45.757246,-73.453102,1,"par heure","",7.2
"CEA-12500","Repentigny - Centre Récréatif","740 Pontbriand Repentigny QC J6A 8E1","740 Pontbriand",,"Repentigny","QC","J6A 8E1","Lanaudière","Niveau 2",45.757246,-73.453102,1,"par heure","",7.2
"CEA-11161","Repentigny - Complexe Sportif Gilles-Tremblay","223 Rue Jacques Plante Repentigny QC J5Y 0B4","223 Rue Jacques Plante","","Repentigny","QC","J5Y 0B4","Lanaudière","Niveau 2",45.789866,-73.412629,1,"par heure","",7.2
"CEA-12138","Repentigny - Espace culturel","457 rue Robillard Repentigny QC J6A 2J6","457 rue Robillard",,"Repentigny","QC","J6A 2J6","Lanaudière","Niveau 2",45.739811,-73.450493,1,"par heure","",7.2
"CEA-12139","Repentigny - Espace culturel","457 rue Robillard Repentigny QC J6A 2J6","457 rue Robillard",,"Repentigny","QC","J6A 2J6","Lanaudière","Niveau 2",45.739811,-73.450493,1,"par heure","",7.2
"CEA-12140","Repentigny - Espace culturel","457 rue Robillard Repentigny QC J6A 2J6","457 rue Robillard",,"Repentigny","QC","J6A 2J6","Lanaudière","Niveau 2",45.739811,-73.450493,1,"par heure","",7.2
"CEA-12321","Repentigny - Espace culturel","457 rue Robillard Repentigny QC J6A 2J6","457 rue Robillard",,"Repentigny","QC","J6A 2J6","Lanaudière","Niveau 2",45.739811,-73.450493,1,"par heure","",7.2
"CEA-12496","Repentigny - Parc Champigny","225 rue Champigny Repentigny QC J6A 2B6","225 rue Champigny",,"Repentigny","QC","J6A 2B6","Lanaudière","Niveau 2",45.728444,-73.476056,1,"par heure","",7.2
"CEA-12497","Repentigny - Parc Champigny","225 rue Champigny Repentigny QC J6A 2B6","225 rue Champigny",,"Repentigny","QC","J6A 2B6","Lanaudière","Niveau 2",45.728444,-73.476056,1,"par heure","",7.2
"CEA-12186","Repentigny - Parc de l'île Lebel","396 Notre-Dame Repentigny QC J6A 2T1","396 Notre-Dame",,"Repentigny","QC","J6A 2T1","Lanaudière","Niveau 2",45.735105,-73.450209,1,"par heure","",7.2
"CEA-11847","Repentigny - Parc de l'île Lebel","396 Notre-Dame Repentigny QC J6A 2T1","396 Notre-Dame",,"Repentigny","QC","J6A 2T1","Lanaudière","Niveau 2",45.735105,-73.450209,1,"par heure","",7.2
"CEA-11415","Repentigny - Piscine Municipale","130 Rue Valmont Repentigny QC J5Y 1N9","130 Rue Valmont","","Repentigny","QC","J5Y 1N9","Lanaudière","Niveau 2",45.764371,-73.435207,1,"par heure","",7.2
"CEA-11286","Restaurant Chez Henri-Majeau et fils Inc. ","30 rue de la Visitation  Saint-Charles-Borromée QC J6E 4M8","30, rue de la Visitation ",,"Saint-Charles-Borromée","QC","J6E 4M8","Lanaudière","Niveau 2",46.038317,-73.443654,1,"par heure","",7.2
"CEA-10254","Richelieu - Bureau d'information touristique","2365 ch. des Patriotes Richelieu QC J3L 6M6","2365 ch. des Patriotes","","Richelieu","QC","J3L 6M6","Montérégie","Niveau 2",45.4119430520887,-73.2417194483479,1,"par heure","",7.2
"CEA-432","Richelieu - Bureau d'information touristique","2365 ch. des Patriotes Richelieu QC J3L 6M6","2365 ch. des Patriotes","","Richelieu","QC","J3L 6M6","Montérégie","Niveau 2",45.4119430520887,-73.2417194483479,1,"par heure","",7.2
"CEA-10668","Rimouski Toyota","409 Avenue Léonidas S Rimouski QC G5M 1A1","409 Avenue Léonidas S","","Rimouski","QC","G5M 1A1","Bas-Saint-Laurent","Niveau 2",48.453878,-68.49929,1,"par heure","",7.2
"CEA-10515","Rivière-Bleue - Hôtel de Ville","32 rue des Pins E Rivière-Bleue QC G0L 2B0","32 rue des Pins E",,"Rivière-Bleue","QC","G0L 2B0","Bas-Saint-Laurent","Niveau 2",47.43572,-69.042077,1,"par heure","",7.2
"CEA-10304","Rivière-du-Loup - Tourisme Rivière-du-Loup","189 boul. de l’Hôtel-de-Ville Rivière-du-Loup QC G5R 5C4","189 boul. de l’Hôtel-de-Ville",,"Rivière-du-Loup","QC","G5R 5C4","Bas-Saint-Laurent","Niveau 2",47.8298697546843,-69.5452771951066,1,"par heure","",7.2
"CEA-507","Roberval - Hôtel de Ville","851 Boul. St-Joseph Roberval QC G8H 2L6","851 Boul. St-Joseph",,"Roberval","QC","G8H 2L6","Saguenay - Lac-Saint-Jean","Niveau 2",48.518258,-72.222299,1,"par heure","",7.2
"CEA-13398","Roberval - Hôtel de Ville","851 Boul. St-Joseph Roberval QC G8H 2L6","851 Boul. St-Joseph",,"Roberval","QC","G8H 2L6","Saguenay - Lac-Saint-Jean","Niveau 2",48.518258,-72.222299,1,"par heure","",7.2
"CEA-11108","Rosemère - Bibliothèque Municipale","339 chemin Grande-Côte Rosemère QC J7A 1K2","339 chemin Grande-Côte","","Rosemère","QC","J7A 1K2","Laurentides","Niveau 2",45.636813,-73.79234,2.5,"par session","",7.2
"CEA-12515","Rosemère - Hôtel de Ville","100 rue Charbonneau Rosemère QC J7A 3W1","100 rue Charbonneau","","Rosemère","QC","J7A 3W1","Laurentides","Niveau 2",45.639045,-73.78594,2.5,"par session","",7.2
"CEA-212","Rouyn-Noranda - Aréna Jacques-Laperrière","222 avenue Dallaire Rouyn-Noranda QC J9X 5C3","222 avenue Dallaire","","Rouyn-Noranda","QC","J9X 5C3","Abitibi-Témiscamingue","Niveau 2",48.236572,-79.02284,2.5,"par session","",7.2
"CEA-12089","Rouyn-Noranda - Aéroport Régional","80 avenue de l'Aéroport Rouyn-Noranda QC J9Y 0G1","80 avenue de l'Aéroport",,"Rouyn-Noranda","QC","J9Y 0G1","Abitibi-Témiscamingue","Niveau 2",48.21241,-78.829522,1,"par heure","",7.2
"CEA-13207","Rouyn-Noranda - Centre communautaire d'Évain","100 rue Yvette-Leblanc Rouyn-Noranda QC J0Z 1Y0","100, rue Yvette-Leblanc",,"Rouyn-Noranda","QC","J0Z 1Y0","Abitibi-Témiscamingue","Niveau 2",48.241549,-79.133491,1,"par heure","",7.2
"CEA-13227","Rouyn-Noranda - Horoparc de la 8e Rue","8e Rue Rouyn-Noranda QC J9X 2A5","8e Rue",,"Rouyn-Noranda","QC","J9X 2A5","Abitibi-Témiscamingue","Niveau 2",48.24766,-79.017151,2.5,"par session","",7.2
"CEA-13225","Rouyn-Noranda - Horoparc de la 8e Rue","8e Rue Rouyn-Noranda QC J9X 2A5","8e Rue",,"Rouyn-Noranda","QC","J9X 2A5","Abitibi-Témiscamingue","Niveau 2",48.24766,-79.017151,2.5,"par session","",7.2
"CEA-293","Rouyn-Noranda - Place de la Citoyenneté","130 rue Perreault Est Rouyn-Noranda QC J9X 3C4","130 rue Perreault Est",,"Rouyn-Noranda","QC","J9X 3C4","Abitibi-Témiscamingue","Niveau 2",48.237749,-79.01687,2.5,"par session","",7.2
"CEA-409","Rouyn-Noranda - Place du Commerce","152 avenue Principale Rouyn-Noranda QC J9X 4P7","152 avenue Principale","","Rouyn-Noranda","QC","J9X 4P7","Abitibi-Témiscamingue","Niveau 2",48.238578,-79.021376,2.5,"par session","",7.2
"CEA-13201","Rouyn-Noranda - Salle communautaire de d'Alembert","5087 rue Saguenay Rouyn-Noranda QC J9Y 0B1","5087, rue Saguenay",,"Rouyn-Noranda","QC","J9Y 0B1","Abitibi-Témiscamingue","Niveau 2",48.361687,-79.017137,1,"par heure","",7.2
"CEA-13228","Rouyn-Noranda - Stationnement de l'avenue du Lac","1 Avenue du Lac Rouyn-Noranda QC J9X 4N6","1, Avenue du Lac",,"Rouyn-Noranda","QC","J9X 4N6","Abitibi-Témiscamingue","Niveau 2",48.243399,-79.019099,2.5,"par session","",7.2
"CEA-11425","RécréoParc - Pavillon d'accueil","5340 Boul. Marie Victorin Sainte-Catherine QC J5C 1L9","5340, Boul. Marie Victorin","","Sainte-Catherine","QC","J5C 1L9","Montérégie","Niveau 2",45.409165,-73.587041,1,"par heure","",7.2
"CEA-11714","RécréoParc - Pavillon d'accueil","5340 Boul. Marie Victorin Sainte-Catherine QC J5C 1L9","5340, Boul. Marie Victorin","","Sainte-Catherine","QC","J5C 1L9","Montérégie","Niveau 2",45.409165,-73.587041,1,"par heure","",7.2
"CEA-12703","Régie intermunicipale du Parc régional de la Rivière-du-Nord","750 Chemin de la Rivière du Nord Saint-Jérôme QC J7Y 5H1","750, Chemin de la Rivière du Nord",,"Saint-Jérôme","QC","J7Y 5H1","Laurentides","Niveau 2",45.7993392,-74.0276683,1,"par heure","",7.2
"CEB-10042","Réno-Dépôt - Laval","1505 boul. Le Corbusier Laval QC H7S 1Z3","1505 boul. Le Corbusier",,"Laval","QC","H7S 1Z3","Laval","Niveau 2",45.5614051818848,-73.7268371582031,1,"par heure","",7.2
"CEB-10057","Réno-Dépôt - Laval","1505 boul. Le Corbusier Laval QC H7S 1Z3","1505 boul. Le Corbusier",,"Laval","QC","H7S 1Z3","Laval","Niveau 2",45.5614051818848,-73.7268371582031,1,"par heure","",7.2
"CEB-10067","Réno-Dépôt - Pointe-Claire","400 boul. Brunswick Pointe-Claire QC H9R 5X4","400 boul. Brunswick","","Pointe-Claire","QC","H9R 5X4","Montréal","Niveau 2",45.4624404907227,-73.8358612060547,1,"par heure","",7.2
"CEB-10069","Réno-Dépôt - Pointe-Claire","400 boul. Brunswick Pointe-Claire QC H9R 5X4","400 boul. Brunswick","","Pointe-Claire","QC","H9R 5X4","Montréal","Niveau 2",45.4624404907227,-73.8358612060547,1,"par heure","",7.2
"CEB-10115","Réno-Dépôt - Sainte-Foy","3131 rue Blaise-Pascal Ste-Foy QC G1X 4C1","3131 rue Blaise-Pascal","","Ste-Foy","QC","G1X 4C1","Capitale-Nationale","Niveau 2",46.7794399625882,-71.3314928412438,1,"par heure","",7.2
"CEB-10075","Réno-Dépôt - Vaudreuil-Dorion","3010 boul. de la Gare Vaudreuil-Dorion QC J7V 0H1","3010 boul. de la Gare",,"Vaudreuil-Dorion","QC","J7V 0H1","Montérégie","Niveau 2",45.394314,-74.05744,1,"par heure","",7.2
"CEB-10070","Réno-Dépôt - Vaudreuil-Dorion","3010 boul. de la Gare Vaudreuil-Dorion QC J7V 0H1","3010 boul. de la Gare",,"Vaudreuil-Dorion","QC","J7V 0H1","Montérégie","Niveau 2",45.394314,-74.05744,1,"par heure","",7.2
"CEA-11049","Réserve naturelle Gault","422 chemin des moulins Mont-Saint-Hilaire QC J3G 4S6","422 chemin des moulins","","Mont-Saint-Hilaire","QC","J3G 4S6","Montérégie","Niveau 2",45.537586,-73.15621,2.5,"par session","",7.2
"CEA-11055","SEPAQ- Centre de découvertes et services Le Cerisier","200 Chemin du Camping Orford QC J1X 7A2","200 Chemin du Camping",,"Orford","QC","J1X 7A2","Estrie","Niveau 2",45.328925,-72.195613,2.5,"par session","",7.2
"CEA-11062","SEPAQ- Centre de découvertes et services Le Cerisier","200 Chemin du Camping Orford QC J1X 7A2","200 Chemin du Camping",,"Orford","QC","J1X 7A2","Estrie","Niveau 2",45.328925,-72.195613,2.5,"par session","",7.2
"CEA-12354","SHDM - Balmoral","1501 de Bleury Montréal QC H3A 0H3","1501 de Bleury",,"Montréal","QC","H3A 0H3","Montréal","Niveau 2",45.5070655,-73.5683412,1,"par heure","",7.2
"CEA-12359","SHDM - Balmoral","1501 de Bleury Montréal QC H3A 0H3","1501 de Bleury",,"Montréal","QC","H3A 0H3","Montréal","Niveau 2",45.5070655,-73.5683412,1,"par heure","",7.2
"CEA-12358","SHDM - Balmoral","1501 de Bleury Montréal QC H3A 0H3","1501 de Bleury",,"Montréal","QC","H3A 0H3","Montréal","Niveau 2",45.5070655,-73.5683412,1,"par heure","",7.2
"CEA-12360","SHDM - Balmoral","1501 de Bleury Montréal QC H3A 0H3","1501 de Bleury",,"Montréal","QC","H3A 0H3","Montréal","Niveau 2",45.5070655,-73.5683412,1,"par heure","",7.2
"CEA-12362","SHDM - Balmoral","1501 de Bleury Montréal QC H3A 0H3","1501 de Bleury",,"Montréal","QC","H3A 0H3","Montréal","Niveau 2",45.5070655,-73.5683412,1,"par heure","",7.2
"CEA-12361","SHDM - Balmoral","1501 de Bleury Montréal QC H3A 0H3","1501 de Bleury",,"Montréal","QC","H3A 0H3","Montréal","Niveau 2",45.5070655,-73.5683412,1,"par heure","",7.2
"CEA-358","SHDM - Complexe Chaussegros-De-Léry","330 rue Champ-de-Mars Montréal QC H2Y 3Z3","330, rue Champ-de-Mars",,"Montréal","QC","H2Y 3Z3","Montréal","Niveau 2",45.509619,-73.55353,2.5,"par session","",7.2
"CEA-350","SHDM - Complexe Chaussegros-De-Léry","330 rue Champ-de-Mars Montréal QC H2Y 3Z3","330, rue Champ-de-Mars",,"Montréal","QC","H2Y 3Z3","Montréal","Niveau 2",45.509619,-73.55353,2.5,"par session","",7.2
"CEA-386","SHDM - Complexe Chaussegros-De-Léry","330 rue Champ-de-Mars Montréal QC H2Y 3Z3","330, rue Champ-de-Mars",,"Montréal","QC","H2Y 3Z3","Montréal","Niveau 2",45.509619,-73.55353,2.5,"par session","",7.2
"CEA-12632","Sacré-Coeur - Édifice Municipal","88 rue Principale Nord Sacré-Coeur QC G0T 1Y0","88 rue Principale Nord",,"Sacré-Coeur","QC","G0T 1Y0","Côte-Nord","Niveau 2",48.233017,-69.80155,1,"par heure","",7.2
"CEA-12964","Saint-Amable - Hôtel de Ville","575 rue Principale Saint-Amable QC J0L 1N0","575 rue Principale",,"Saint-Amable","QC","J0L 1N0","Montérégie","Niveau 2",45.643667,-73.3058,1,"par heure","",7.2
"CEA-12967","Saint-Amable - Hôtel de Ville","575 rue Principale Saint-Amable QC J0L 1N0","575 rue Principale",,"Saint-Amable","QC","J0L 1N0","Montérégie","Niveau 2",45.643667,-73.3058,1,"par heure","",7.2
"CEB-10279","Saint-Ambroise - Hôtel de Ville","330 Rue Gagnon Saint-Ambroise QC G7P 2P9","330 Rue Gagnon",,"Saint-Ambroise","QC","G7P 2P9","Saguenay - Lac-Saint-Jean","Niveau 2",48.554083,-71.321833,1,"par heure","",7.2
"CEA-10687","Saint-André-d'Argenteuil - Mairie","10 Rue de la Mairie Saint-André-d'Argenteuil QC J0V 1X0","10 Rue de la Mairie","","Saint-André-d'Argenteuil","QC","J0V 1X0","Laurentides","Niveau 2",45.559825,-74.33206,2.5,"par session","",7.2
"CEA-10165","Saint-Antoine-sur-Richelieu - Parc de la Fabrique","1029 rue du Rivage Saint-Antoine-sur-Richelieu QC J0L 1R0","1029 rue du Rivage",,"Saint-Antoine-sur-Richelieu","QC","J0L 1R0","Montérégie","Niveau 2",45.778627,-73.172107,1,"par heure","",7.2
"CEA-11380","Saint-Charles-de-Bourget - Édifice municipal","357 2ième Rang Saint-Charles-de-Bourget QC G0V 1G0","357 2ième Rang",,"Saint-Charles-de-Bourget","QC","G0V 1G0","Saguenay - Lac-Saint-Jean","Niveau 2",48.517427,-71.397951,1,"par heure","",7.2
"CEA-12150","Saint-Constant - Bibliothèque","162 Boulevard Monchamp Saint-Constant QC J5A 2K8","162 Boulevard Monchamp",,"Saint-Constant","QC","J5A 2K8","Montérégie","Niveau 2",45.378349,-73.582958,1,"par heure","",7.2
"CEA-12165","Saint-Constant - Bibliothèque","162 Boulevard Monchamp Saint-Constant QC J5A 2K8","162 Boulevard Monchamp",,"Saint-Constant","QC","J5A 2K8","Montérégie","Niveau 2",45.378349,-73.582958,1,"par heure","",7.2
"CEA-12274","Saint-Constant - Bibliothèque","162 Boulevard Monchamp Saint-Constant QC J5A 2K8","162 Boulevard Monchamp",,"Saint-Constant","QC","J5A 2K8","Montérégie","Niveau 2",45.378349,-73.582958,1,"par heure","",7.2
"CEA-12155","Saint-Constant - Centre Municipal","330 rue Wilfrid-Lamarche Saint-Constant QC J5A 1W2","330 rue Wilfrid-Lamarche",,"Saint-Constant","QC","J5A 1W2","Montérégie","Niveau 2",45.379293,-73.598869,1,"par heure","",7.2
"CEA-12160","Saint-Constant - Centre Municipal","330 rue Wilfrid-Lamarche Saint-Constant QC J5A 1W2","330 rue Wilfrid-Lamarche",,"Saint-Constant","QC","J5A 1W2","Montérégie","Niveau 2",45.379293,-73.598869,1,"par heure","",7.2
"CEA-12132","Saint-Constant - Complexe Aquatique","63 rue Lériger Saint-Constant QC J5A 1E3","63 rue Lériger",,"Saint-Constant","QC","J5A 1E3","Montérégie","Niveau 2",45.385814,-73.56672,1,"par heure","",7.2
"CEA-12260","Saint-Constant - Complexe Aquatique","63 rue Lériger Saint-Constant QC J5A 1E3","63 rue Lériger",,"Saint-Constant","QC","J5A 1E3","Montérégie","Niveau 2",45.385814,-73.56672,1,"par heure","",7.2
"CEA-12256","Saint-Constant - Cégep","121 rue St-Pierre Saint-Constant QC J5A 0W6","121 rue St-Pierre",,"Saint-Constant","QC","J5A 0W6","Montérégie","Niveau 2",45.374275,-73.56944,1,"par heure","",7.2
"CEA-12272","Saint-Constant - Cégep","121 rue St-Pierre Saint-Constant QC J5A 0W6","121 rue St-Pierre",,"Saint-Constant","QC","J5A 0W6","Montérégie","Niveau 2",45.374275,-73.56944,1,"par heure","",7.2
"CEA-12159","Saint-Constant - Hôtel de Ville","147 rue Saint-Pierre Saint-Constant QC J5A 2G9","147 rue Saint-Pierre",,"Saint-Constant","QC","J5A 2G9","Montérégie","Niveau 2",45.371886,-73.571157,1,"par heure","",7.2
"CEA-12262","Saint-Constant - Hôtel de Ville","147 rue Saint-Pierre Saint-Constant QC J5A 2G9","147 rue Saint-Pierre",,"Saint-Constant","QC","J5A 2G9","Montérégie","Niveau 2",45.371886,-73.571157,1,"par heure","",7.2
"CEA-12144","Saint-Constant - Pavillon de la Biodiversité","66 rue du Maçon Saint-Constant QC J5A 1T1","66 rue du Maçon",,"Saint-Constant","QC","J5A 1T1","Montérégie","Niveau 2",45.389731,-73.590893,1,"par heure","",7.2
"CEA-12588","Saint-Cuthbert - Mairie","1891 rue Principale Saint-Cuthbert QC J0K 2C0","1891 rue Principale",,"Saint-Cuthbert","QC","J0K 2C0","Lanaudière","Niveau 2",46.1488157220766,-73.2191825461831,1,"par heure","",7.2
"CEA-12595","Saint-Cuthbert - Mairie","1891 rue Principale Saint-Cuthbert QC J0K 2C0","1891 rue Principale",,"Saint-Cuthbert","QC","J0K 2C0","Lanaudière","Niveau 2",46.1488157220766,-73.2191825461831,1,"par heure","",7.2
"CEA-12365","Saint-David - Centre récréatif","25 Théroux Saint-David QC J0G 1L0","25 Théroux",,"Saint-David","QC","J0G 1L0","Montérégie","Niveau 2",45.957113,-72.858412,1,"par heure","",7.2
"CEA-12418","Saint-Ferréol - 150 rue du Moulin","150 rue du Moulin Saint-Ferréol-les-Neiges QC G0A 3R0","150 rue du Moulin",,"Saint-Ferréol-les-Neiges","QC","G0A 3R0","Capitale-Nationale","Niveau 2",47.082304,-70.894159,1,"par heure","",7.2
"CEA-10457","Saint-Frédéric","850 Rue du Parc Saint-Frédéric Saint-Frédéric QC G0N 1P0","850 Rue du Parc Saint-Frédéric","","Saint-Frédéric","QC","G0N 1P0","Chaudière-Appalaches","Niveau 2",46.297697,-70.970481,1,"par heure","",7.2
"CEA-12093","Saint-Félix-d'Otis - Hôtel de ville","455 Principale Saint-Félix-d'Otis QC G0V 1M0","455 Principale",,"Saint-Félix-d'Otis","QC","G0V 1M0","Saguenay - Lac-Saint-Jean","Niveau 2",48.27292339323313,-70.62490016762001,1,"par heure","",7.2
"CEA-12153","Saint-Hyacinthe - Centre Aquatique Desjardins","850 Rue Turcot Saint-Hyacinthe QC J2S 8P3","850, Rue Turcot",,"Saint-Hyacinthe","QC","J2S 8P3","Montérégie","Niveau 2",45.63507384861646,-72.95452617933844,1,"par heure","",7.2
"CEA-12154","Saint-Hyacinthe - Centre Aquatique Desjardins","850 Rue Turcot Saint-Hyacinthe QC J2S 8P3","850, Rue Turcot",,"Saint-Hyacinthe","QC","J2S 8P3","Montérégie","Niveau 2",45.63507384861646,-72.95452617933844,1,"par heure","",7.2
"CEA-12152","Saint-Hyacinthe - Centre Communautaire La Providence","2570 St-Paul St-Hyacinthe QC J2T 2A8","2570 St-Paul",,"St-Hyacinthe","QC","J2T 2A8","Montérégie","Niveau 2",45.615126,-72.94873,1,"par heure","",7.2
"CEA-10636","Saint-Joseph de Sorel - Centre Recréatif Aussant (Aréna)","105 rue Saint-Joseph Saint-Joseph-de-Sorel QC J3R 3P1","105 rue Saint-Joseph","","Saint-Joseph-de-Sorel","QC","J3R 3P1","Montérégie","Niveau 2",46.045036,-73.12939,1,"par heure","",7.2
"CEA-10629","Saint-Joseph de Sorel - Montcalm et Élizabeth","700 Rue Montcalm Saint-Joseph-de-Sorel QC J3R 1C9","700 Rue Montcalm","","Saint-Joseph-de-Sorel","QC","J3R 1C9","Montérégie","Niveau 2",46.042519,-73.12531,1,"par heure","",7.2
"CEA-10421","Saint-Lambert - avenue Argyle - Hôtel de ville","55 Avenue Argyle Saint-Lambert QC J4P 2H3","55 Avenue Argyle","","Saint-Lambert","QC","J4P 2H3","Montérégie","Niveau 2",45.501462,-73.51322,1,"par heure","",7.2
